TITLE,ADDITIONAL FEATURES,STREET,CITY,ZIP_CODE,COUNTY,ACTION STAGE(S),Owner: Contact Name,Owner: Company Address Line 1,OWNER NAME,Engineer: Company Name,Civil Eng: Company Name,Consultant: Company Name,Civil Eng: Contact Name,HIGH VALUE(S),URL LINK TO PROJECT,SQUARE AREA,PROJECT TYPE(S),SITE NAME,NUMBER OF BLDGS,FIRST PUBLISH DATE,FULL_ADDRESS,LATITUDE,LONGITUDE
Warehouse,N/A,197 Timberlane Rd,EAST GREENWICH TOWNSHIP,'080201006',GLOUCESTER,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202300086464,202250,Warehouse,N/A,1,3/9/2023,"197 Timberlane Rd, EAST GREENWICH TOWNSHIP, GLOUCESTER, NJ '080201006'",39.8164806,-75.24565439999999
Industrial Building with Storage & Refrigerated Storage,"Construct a 238,000 SF industrial building which will include in one; building an approximate 158,550 SF area for injection molding and dry; goods storage and an approximate 79,450 SF area for refrigerated; storage with accompanying loading docks, a fire protection water tank; and pump house, a transformer pad, a fueling station, related visitor; and employee parking, tractor trailer storage, security fencing and; facilities and related site improvements.",29 Johanna Farms Rd,FLEMINGTON,'08822',HUNTERDON,Planning Schematics,N/A,29 Johanna Farms Rd,National Mosaic Company LLC,Princeton Junction Engineering Company,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/201700631714,238000,Vehicle Sales/Service Warehouse Warehouse (Refrigerated) Manufacturing Building Water Treatment Plant Sidewalk/Parking Lot Site Development Water Tank,N/A,1,5/1/2017,"29 Johanna Farms Rd, FLEMINGTON, HUNTERDON, NJ '08822'",40.4807089,-74.8698
Gray Park Warehouse,Consruction of a warehouse building,2001 Briggs Rd,MOUNT LAUREL TOWNSHIP,'08054',BURLINGTON,Planning Schematics,N/A,479 CENTENNIAL BLVD,Medford Village East Associates LLC,N/A,Dynamic Engineering Consultants LLC,N/A,N/A,24999999,https://apps.construction.com/projects/202300028312,190470,Warehouse,N/A,1,1/27/2023,"2001 Briggs Rd, MOUNT LAUREL TOWNSHIP, BURLINGTON, NJ '08054'",39.964495,-74.900903
Warehouse Building B,"One of two warehouse buildings with a cumulative 204,550 squae feet",681 Main St,BELLEVILLE,'07109',ESSEX,Planning Schematics,N/A,1 Meadowlands Plz Ste 803,Lincoln Equities Group LLC,N/A,Langan Engineering,N/A,N/A,14999999,https://apps.construction.com/projects/202300074236,N/A,Warehouse,N/A,N/A,3/1/2023,"681 Main St, BELLEVILLE, ESSEX, NJ '07109'",40.8043172,-74.141027
Warehouse Building A,"One of two warehouse buildings with a cumulative 204,550 squae feet",681 Main St,BELLEVILLE,'07109',ESSEX,Planning Schematics,N/A,N/A,N/A,N/A,Langan Engineering,N/A,N/A,14999999,https://apps.construction.com/projects/202300074230,N/A,Warehouse,N/A,N/A,3/1/2023,"681 Main St, BELLEVILLE, ESSEX, NJ '07109'",40.8043172,-74.141027
Warehouse,N/A,Pinehurst Rd,PLUMSTED,'08533',OCEAN,Planning Schematics,N/A,519 Curtis Ln,MDR Developers,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202100797101,140000,Warehouse,N/A,1,10/14/2021,"Pinehurst Rd, PLUMSTED, OCEAN, NJ '08533'",40.0521288,-74.4561645
"David's Cookies (Cedar Grove, NJ)","Construct a 48,250 square foot addition to the existing 161,517 square; foot corporate office, manufacturing and warehouse building (Block; 310) and construction of a new 29,801 square foot warehouise building; (Lot 309)",11 Cliffside Dr & 12 Old Bridge Rd,CEDAR GROVE,'070091234',ESSEX,Bid Results,N/A,11 Cliffside Dr,Fairfield Gourmet Foods Corporation,N/A,EIC Group LLC,Phillips Preiss Grygiel Leheny Hughes LLC,David Newkirk PE,14999999,https://apps.construction.com/projects/202200798023,78051,Food/Beverage Service Warehouse Manufacturing Building,N/A,2,10/18/2022,"11 Cliffside Dr & 12 Old Bridge Rd, CEDAR GROVE, ESSEX, NJ '070091234'",40.864657,-74.2206858
Industrial Building,N/A,900 Richards Run,BURLINGTON,'08016',BURLINGTON,Planning Schematics,N/A,1 Underwood Ct,Whitesell Company Inc,Whitesell Company Inc,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202200618519,249600,Warehouse,N/A,1,5/12/2022,"900 Richards Run, BURLINGTON, BURLINGTON, NJ '08016'",40.0981542,-74.8131468
Warehouse,N/A,Mansfield Rd W & US-206,MANSFIELD,'08022',BURLINGTON,Planning Schematics,Michael Stellino,3323 NE 163 St,Elion Partners,N/A,MEH Consulting Engineers,N/A,N/A,49999999,https://apps.construction.com/projects/202100453780,351000,Warehouse,N/A,1,1/7/2021,"Mansfield Rd W & US-206, MANSFIELD, BURLINGTON, NJ '08022'",40.0930351,-74.7135096
Commercial Building/Warehouse,"10 units, each with about 18,500 square feet of warehouse and 1,500; square feet of office space",111 Mount Holly By-Pass,LUMBERTON,'08048',BURLINGTON,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/201900810606,199750,Warehouse,N/A,1,9/9/2019,"111 Mount Holly By-Pass, LUMBERTON, BURLINGTON, NJ '08048'",39.96764820000001,-74.8003877
Warehouse (Build to Suit),"construction of a 240,00 sq. ft. warehouse and associated improvements; including the construction of 98 parking spaces, 108 loading areas; consisting of 46 truck loading spaces and 62 trailer parking spaces,; access driveways and a storm water management facility - precast or; tilt walls - 20.8 acre site",1470 Shafto Rd,TINTON FALLS,'07712',MONMOUTH,Planning Schematics,N/A,1260 STELTON RD,Edgewood Properties,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202000465625,240000,Warehouse,N/A,1,1/16/2020,"1470 Shafto Rd, TINTON FALLS, MONMOUTH, NJ '07712'",40.2687628,-74.0835683
Climate Controlled Self-Storage Facility,Construction of a climate controlled self-storage facility,1755 NJ-31,CLINTON,'08809',HUNTERDON,Pre-Design,N/A,220 FARADAY AVE,Landowner Marketing LLC,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202300050370,134135,Warehouse,N/A,N/A,2/13/2023,"1755 NJ-31, CLINTON, HUNTERDON, NJ '08809'",40.655588,-74.9130969
Warehouse and Shop Building,"One (1) 146,320 square foot warehouse building and one (1) 9,100 square; foot shop building with associated loading and parking on Lot 19.02",11 & 21 Distribution Way,MONMOUTH JUNCTION,'08852',MIDDLESEX,Planning Schematics,N/A,"21 Distribution Way,",Hermann Services,N/A,Colliers Engineering and Design,N/A,Mark Jasniszewski,24999999,https://apps.construction.com/projects/201900797674,155420,Warehouse,N/A,2,8/26/2019,"11 & 21 Distribution Way, MONMOUTH JUNCTION, MIDDLESEX, NJ '08852'",40.41384559999999,-74.5094372
Roche Warehouse Addition & Production Facility Addition,"Construct two additions consisting of an 85,000 square foot warehouse; and 55,560 square foot production facility.",1080 US-202,BRANCHBURG,'08876',SOMERSET,Planning Schematics,N/A,1080 Rte 202 S #500,Roche Molecular Systems Inc,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202200703405,140560,Warehouse Manufacturing Building,N/A,N/A,7/26/2022,"1080 US-202, BRANCHBURG, SOMERSET, NJ '08876'",40.5645306,-74.7002354
Warehouse/Distribution (Koppers Coke Peninsula Redev Area),"proposed 3 or 4 warehouse buildings of 746,700 sq ft, 490,700 sq ft,; 386,700 sq ft, 405,000 sq ft , overhead doors, total paved parking for; approx 1,500 vehicles, 130 acre site",1015 Belleville Turnpike,KEARNY,'07032',HUDSON,Pre-Design,N/A,350 Veterans Blvd,The Morris Companies,N/A,Langan Engineering,N/A,N/A,175000000,https://apps.construction.com/projects/200100793928,2000000,Warehouse Freight Terminal Paving Sidewalk/Parking Lot Site Development,N/A,N/A,8/10/2001,"1015 Belleville Turnpike, KEARNY, HUDSON, NJ '07032'",40.7502136,-74.099583
Warehouse & Office Building,"Construction of a 209,000 square foot warehouse and office building","624 NJ-33 (aka 624 Mercer St), 674 & 680 NJ-33",HIGHTSTOWN,'08520',MERCER,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202300040713,209000,Warehouse,N/A,N/A,2/6/2023,"624 NJ-33 (aka 624 Mercer St), 674 & 680 NJ-33, HIGHTSTOWN, MERCER, NJ '08520'",40.262771,-74.537778
Williamstown-Erial / Sicklerville Warehouse,A proposed warehouse for Gloucester Twp NJ on Williamstown-Erial Rd; (behind Target),1000 Williamstown Erial Rd,GLOUCESTER TOWNSHIP,'08081',CAMDEN,Pre-Design,Jonathan Rubin,585 PROSPECT ST STE 301B,BHRS Group/Modani Properties,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202300032068,234000,Warehouse,N/A,1,1/31/2023,"1000 Williamstown Erial Rd, GLOUCESTER TOWNSHIP, CAMDEN, NJ '08081'",39.74978,-74.996084
Self-Storage Facility - Phase 3,"Construction of a three-story , 89,000 square foot self-storage; building",2065 NJ-37,MANCHESTER TOWNSHIP,'087595646',OCEAN,Planning Schematics,N/A,525 E County Line Rd Ste 5,2065 Highway 37 Owners LLC,N/A,FWH Associates PA,N/A,N/A,14999999,https://apps.construction.com/projects/202100702034,89000,Warehouse,N/A,1,7/19/2021,"2065 NJ-37, MANCHESTER TOWNSHIP, OCEAN, NJ '087595646'",39.9949839,-74.2819892
Industrial Flex Buildings,Construction 3 industrial/flex builidngs,180 Pennsylvania Ave,FLEMINGTON,'08822',HUNTERDON,Planning Schematics,N/A,N/A,N/A,N/A,Engineering & Land Planning Associates Inc.,N/A,Wayne Ingram,24999999,https://apps.construction.com/projects/202100491125,107200,Warehouse Manufacturing Building,N/A,3,2/10/2021,"180 Pennsylvania Ave, FLEMINGTON, HUNTERDON, NJ '08822'",40.5150244,-74.8387585
Warehouse,"New Ground Up 141,560 SF Warehouse with Sitework.",15 Harts Ln,EAST BRUNSWICK,'088162033',MIDDLESEX,Bid Results,N/A,101 HUDSON ST STE 2177,Harts XNJ LLC,N/A,Langan Engineering,N/A,Bryan M Waisnor,24999999,https://apps.construction.com/projects/202200751264,141560,Warehouse,N/A,1,9/9/2022,"15 Harts Ln, EAST BRUNSWICK, MIDDLESEX, NJ '088162033'",40.4488314,-74.40847839999999
Warehouse Buildings (705-757 Main Street Redevelopment),Construction of 2 warehouse buildings,705-757 Main St,BELLEVILLE,'07109',ESSEX,Planning Schematics,N/A,1 MEADOWLANDS PLZ STE 803,CRP/LEG Belleville Urban Renewal LLC,N/A,Langan Engineering,N/A,Bryan M Waisnor,14999999,https://apps.construction.com/projects/202200784034,204550,Warehouse,N/A,2,10/5/2022,"705-757 Main St, BELLEVILLE, ESSEX, NJ '07109'",40.8041355,-74.1426261
SecureSpace Self Storage Facility,new three-story self storage building,825 US-22,PLAINFIELD,'07060',UNION,Planning Schematics,N/A,811 N CATALINA AVE STE 1306,InSite Property Group,N/A,Dynamic Engineering Consultants LLC,N/A,N/A,14999999,https://apps.construction.com/projects/202200606867,90000,Warehouse,N/A,1,5/4/2022,"825 US-22, PLAINFIELD, UNION, NJ '07060'",40.6250994,-74.4428937
Mixed-Use Day Care Facility & Storage Building,Construction of a 9-story building to be utilized for a child day care; facility and a self-storage facility,606 River Rd,EDGEWATER,'07020',BERGEN,Planning Schematics,N/A,N/A,N/A,N/A,Stonefield Engineering & Design LLC,Stonefield Engineering & Design LLC,Arthur Kuyan,24999999,https://apps.construction.com/projects/202300018434,163940,Warehouse Miscellaneous Education Building,N/A,1,1/19/2023,"606 River Rd, EDGEWATER, BERGEN, NJ '07020'",40.817452,-73.981191
Warehouse & Showroom Building,Construction of a warehouse and showroom building,13 Moebus Pl,CLINTON,'08809',HUNTERDON,Planning Schematics,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202100634021,109000,Retail (Other) Warehouse Convention & Exhibit Center,N/A,1,5/24/2021,"13 Moebus Pl, CLINTON, HUNTERDON, NJ '08809'",40.64442349999999,-74.9042753
Warehouse & Distribution Facility,"Development of an approximately 374,500 square foot warehouse and; distribution facility with office space, 321 parking spaces, 60; loading docks and 40 trailer parking spaces.",128 Iron Mountain Rd,MINE HILL TOWNSHIP,'07803',MORRIS,Pre-Design,N/A,N/A,N/A,N/A,N/A,Inglesino Webster Wyciskala & Taylor LLC,N/A,49999999,https://apps.construction.com/projects/202300009680,374500,Warehouse Freight Terminal,N/A,N/A,1/11/2023,"128 Iron Mountain Rd, MINE HILL TOWNSHIP, MORRIS, NJ '07803'",40.890742,-74.5984129
Warehouse & Office Building,"Construction of a 137,413 two-story office and warehouse building; consisting of 9,663 square foot office (5,000 square foot first floor; and 4,663 second floor) and 127,750 square foot warehouse, 59-space; parking lot, 25 loading docks and one drive-in ramp",279 Homestead Rd,HILLSBOROUGH,'08844',SOMERSET,Planning Schematics,N/A,N/A,N/A,N/A,Redcom Design & Construction,N/A,"Greg Redington, PE",24999999,https://apps.construction.com/projects/201900564958,137413,Office Warehouse,N/A,1,2/26/2019,"279 Homestead Rd, HILLSBOROUGH, SOMERSET, NJ '08844'",40.4886735,-74.6473513
Warehouses,Construction of 2 warehouses,21 & 23 Minneakoning Rd,FLEMINGTON,'08822',HUNTERDON,Planning Schematics,N/A,545 ROUTE 17 STE 2001,K Group,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202300003452,N/A,Warehouse,N/A,N/A,1/5/2023,"21 & 23 Minneakoning Rd, FLEMINGTON, HUNTERDON, NJ '08822'",40.531125,-74.84657299999999
Warehouse,N/A,1500 Parkway Ave,EWING TOWNSHIP,'08628',MERCER,Planning Schematics,N/A,515 MARIN BLVD,KRE Group - Kushner Real Estate Group,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202200845906,285152,Warehouse,N/A,1,11/30/2022,"1500 Parkway Ave, EWING TOWNSHIP, MERCER, NJ '08628'",40.2694172,-74.8105502
Warehouse,"Construction of an approximately 167,500 square foot, one-story; warehouse",65 US-46,MONTVILLE,'07058',MORRIS,Planning Schematics,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202300001183,167500,Warehouse,N/A,1,1/3/2023,"65 US-46, MONTVILLE, MORRIS, NJ '07058'",40.8588394,-74.3258312
Warehouse and/or Distribution Building,N/A,255 Evans Way,BRANCHBURG,'08876',SOMERSET,Pre-Design,N/A,515 MARIN BLVD,KRE Group - Kushner Real Estate Group,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202200873829,200750,Warehouse Freight Terminal,N/A,N/A,12/29/2022,"255 Evans Way, BRANCHBURG, SOMERSET, NJ '08876'",40.5666313,-74.7054412
Warehouse,N/A,Weston Rd,HILLSBOROUGH TOWNSHIP,'08844',SOMERSET,Pre-Design,David Maski,379 S BRANCH RD,Hillsborough Township Planning Department,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202200870187,135000,Warehouse,N/A,1,12/23/2022,"Weston Rd, HILLSBOROUGH TOWNSHIP, SOMERSET, NJ '08844'",40.5221727,-74.584484
Warehouse,"construct a 59, 649 sq ft warehouse with a 3,000 sq ft office space",50 Cragwood Rd,SOUTH PLAINFIELD,'070802433',MIDDLESEX,Planning Schematics,N/A,50 Cragwood Rd,Cragwood Investments LLC,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202100809516,59649,Warehouse,N/A,1,10/21/2021,"50 Cragwood Rd, SOUTH PLAINFIELD, MIDDLESEX, NJ '070802433'",40.5534213,-74.41764479999999
Floodgate Warehouse Building 2,"200,000 square feet on 15.2 acres, with 78 parking spaces and 26; loading berths.",Flood Gate Rd & NJ-44,LOGAN TOWNSHIP,'08085',GLOUCESTER,Pre-Design,John Kainer,16 Lehigh Dr,"ARP American Realty Partners, LLC",N/A,Marathon Engineering & Environmental Services,N/A,Jesse Dougherty,24999999,https://apps.construction.com/projects/202200502763,200000,Warehouse,N/A,1,2/17/2022,"Flood Gate Rd & NJ-44, LOGAN TOWNSHIP, GLOUCESTER, NJ '08085'",39.8120526,-75.3139515
Warehouse 1,N/A,Tomlin Station Rd & Woodland Ave,HARRISON TOWNSHIP,'08062',GLOUCESTER,Pre-Design,N/A,22010 Wilmington Ave Ste 400,Watson Land Company,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202200749258,348750,Warehouse,N/A,1,9/6/2022,"Tomlin Station Rd & Woodland Ave, HARRISON TOWNSHIP, GLOUCESTER, NJ '08062'",39.7430637,-75.2576176
Warehouse 2,N/A,Tomlin Station Rd & Woodland Ave,HARRISON TOWNSHIP,'08062',GLOUCESTER,Pre-Design,N/A,22010 Wilmington Ave Ste 400,Watson Land Company,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202200749261,348750,Warehouse,N/A,1,9/6/2022,"Tomlin Station Rd & Woodland Ave, HARRISON TOWNSHIP, GLOUCESTER, NJ '08062'",39.7430637,-75.2576176
Self Storage Facility,Elgin Diner site,2621 Mt Ephraim Ave,CAMDEN,'081043209',CAMDEN,Pre-Design,N/A,1001 WHITE HORSE PIKE,Haddon Property,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202200860860,160240,Warehouse,N/A,N/A,12/14/2022,"2621 Mt Ephraim Ave, CAMDEN, CAMDEN, NJ '081043209'",39.9116913,-75.0996198
Warehouse (Addition),N/A,114 Tived Ln E,EDISON,'08837',MIDDLESEX,Pre-Design,Chaim Piekarski,114 TIVED LN E,Tived Lane LLC,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202200859453,349733,Warehouse,N/A,1,12/13/2022,"114 Tived Ln E, EDISON, MIDDLESEX, NJ '08837'",40.5259471,-74.3466504
Industrial Building,"Construct an industrial building consisting of approximatley 140,146; square feet total including approximately 34,518 square feet of floor; area for assembly and fabrication, approximately 1,963 square feet of; office area and approximately 103,665 square feet of warehouse space",NJ-28 & RVCC Dr,BRANCHBURG,'08876',SOMERSET,Pre-Design,N/A,1065 ROUTE 22,KSP Investments LLC,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202200847496,104146,Warehouse Manufacturing Building,N/A,1,12/1/2022,"NJ-28 & RVCC Dr, BRANCHBURG, SOMERSET, NJ '08876'",40.5762309,-74.6290098
Self-Storage Building,N/A,75-93 North Ave,GARWOOD,'07027',UNION,Planning Schematics,N/A,N/A,N/A,N/A,Harbor Consultants,N/A,Victor Vinegra PE,14999999,https://apps.construction.com/projects/202200501142,109239,Warehouse Site Development,N/A,1,2/16/2022,"75-93 North Ave, GARWOOD, UNION, NJ '07027'",40.6540678,-74.3177793
Warehouse Buildings,"remove the existing buildings and construct two (2) warehouse; buildings, one with a net floor area of 141,000 SF and one with a net; floor area of 138,000 SF.",1130 US-22,BRIDGEWATER TOWNSHIP,'088072984',SOMERSET,Pre-Design,N/A,20 Commerce Dr,Signature Acquisitions,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202200843057,279000,Warehouse,N/A,2,11/28/2022,"1130 US-22, BRIDGEWATER TOWNSHIP, SOMERSET, NJ '088072984'",40.5777419,-74.5918243
Warehouse - Distribution & Office Bldg (2) - Parking Lot,"Construction of a 333,580 sq ft warehoiuse, distribution and office; building with 227 car parking spaces, 69 loading berths and 40 trailer; parking",750 Robbinsville Allentown Rd,ROBBINSVILLE TOWNSHIP,'08691',MERCER,Planning Schematics,"Rob Rain, President",100 DUNBAR ST STE 400,Johnson Development Associates Inc,N/A,Langan Engineering & Environmental Svcs,L B Landgraf & Associates LLC,Daniel Disario PE PTOE,39000000,https://apps.construction.com/projects/202100499690,333580,Office Warehouse Freight Terminal Paving,N/A,1,2/17/2021,"750 Robbinsville Allentown Rd, ROBBINSVILLE TOWNSHIP, MERCER, NJ '08691'",40.187029,-74.588207
Warehouse - Distribution & Office Bldg (1) - Parking Lot,"Construction of a 167,482 sq ft warehouise, distiribution and office; building with 135 car parking spaces, 30 loading berths and 25 trailer; parking spaces",750 Robbinsville Allentown Rd,ROBBINSVILLE TOWNSHIP,'08691',MERCER,Planning Schematics,"Rob Rain, President",100 DUNBAR ST STE 400,Johnson Development Associates Inc,Langan Engineering & Environmental Svcs,Langan Engineering & Environmental Svcs,L B Landgraf & Associates LLC,Kevin J Webb,24999999,https://apps.construction.com/projects/202100499682,167482,Office Warehouse Freight Terminal Paving,N/A,1,2/17/2021,"750 Robbinsville Allentown Rd, ROBBINSVILLE TOWNSHIP, MERCER, NJ '08691'",40.187029,-74.588207
LifeStorage Self Storage Facility,"105,000 square foot ""LifeStorage"" brand self-storage facility including; amenities and improvements, inclusive of parking access roadways,; lighting, landscaping, utilities, and stormwater management facilities",268 Hurffville - Cross Keys Rd,WASHINGTON TOWNSHIP,'08080',GLOUCESTER,Planning Schematics,N/A,444 SEABREEZE BLVD STE 840,Safstor Self Storage,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202200572779,105000,Warehouse,N/A,1,4/8/2022,"268 Hurffville - Cross Keys Rd, WASHINGTON TOWNSHIP, GLOUCESTER, NJ '08080'",39.723202,-75.0493259
Haineport Commerce Center Warehouse 2,N/A,NJ-38 & Mt Holly Bypass,LUMBERTON,'08048',BURLINGTON,Planning Schematics,Jim Murray,301 ROUTE 17 STE 206,Black Creek Group NE Region Office,N/A,Langan Engineering & Environmental Svcs,N/A,Christian Roche PE,24999999,https://apps.construction.com/projects/202200820869,179340,Warehouse,N/A,1,11/8/2022,"NJ-38 & Mt Holly Bypass, LUMBERTON, BURLINGTON, NJ '08048'",39.9820735,-74.8044659
Warehouse & Office Building,"Construction of approximately 120,102 square foot warehouse with; approximately 111,666 square foot of warehouse space and approximately; 7,500 square foot of office space and approximately 936 square foot; utility roof",399 Campus Dr,FRANKLIN TOWNSHIP,'088731168',SOMERSET,Planning Schematics,N/A,250 VESEY ST FL 15,Brookfield Properties,N/A,Stonefield Engineering & Design LLC,N/A,N/A,14999999,https://apps.construction.com/projects/202200596114,120102,Office Warehouse,N/A,1,4/26/2022,"399 Campus Dr, FRANKLIN TOWNSHIP, SOMERSET, NJ '088731168'",40.5492542,-74.54392419999999
Warehouse,N/A,1423 NJ-27,FRANKLIN TOWNSHIP,'08873',SOMERSET,Planning Schematics,Gina Chase,225 DAVISON PL,Ciras Realty LLC,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202200543201,117119,Warehouse,N/A,1,3/18/2022,"1423 NJ-27, FRANKLIN TOWNSHIP, SOMERSET, NJ '08873'",40.469881,-74.496836
Warehouse & Office Building and Parking Lots,"Demolish the existing structure and construct a new, 166,764 square; foot warehouse 45 feet in height with 40 truck loading spaces 47 truck; parking spaces, and 114 car parking spaces. The building will include; 5000 square feet of office space and 161,764 SF of warehouse space",200 Hollister Rd,TETERBORO,'076081145',BERGEN,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202200813494,N/A,Office Warehouse Paving Sidewalk/Parking Lot,N/A,N/A,11/1/2022,"200 Hollister Rd, TETERBORO, BERGEN, NJ '076081145'",40.8636201,-74.0543898
Warehouse,N/A,N/A,WILLINGBORO,N/A,BURLINGTON,Pre-Design,N/A,505 Park Ave Fl 18,Wharton Equity Partners,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202200810120,N/A,Warehouse,N/A,N/A,10/28/2022,"N/A, WILLINGBORO, BURLINGTON, NJ N/A",40.028848,-74.89164579999999
Warehouse & Office Facility,"Construct a 90,000 square foot warehouse and office facility which will; include 87,500 square of warehouse space and 2,500 of office space, 12; loading space, 2 drive-in doors and 33 parking spaces",31 School House Rd,FRANKLIN TOWNSHIP,'088731212',SOMERSET,Planning Schematics,N/A,295 5th Ave Ste 1106,Duck River Textile Inc,N/A,Dynamic Engineering Consultants LLC,N/A,Joshua M. Sewald,14999999,https://apps.construction.com/projects/202200743791,90000,Office Warehouse,N/A,1,8/31/2022,"31 School House Rd, FRANKLIN TOWNSHIP, SOMERSET, NJ '088731212'",40.5296176,-74.5515424
Box Park Logistics Center PH2 (Addition),N/A,995 Taylors Ln,CINNAMINSON,'080772017',BURLINGTON,Planning Schematics,N/A,1 N WACKER DR STE 1925,Logistics Property Company,Providence Engineering,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202200779085,300000,Warehouse,N/A,1,9/30/2022,"995 Taylors Ln, CINNAMINSON, BURLINGTON, NJ '080772017'",40.020767,-74.983525
Warehouse,demo buildings on site - up to 8 individual tenants,49 Shark River Rd,TINTON FALLS,'077537424',MONMOUTH,Planning Schematics,Brian Glicksman,250 GREENPOINT AVE,Greenpoint Industrial Center,N/A,Redcom Design & Construction,N/A,Josh Tiner,14999999,https://apps.construction.com/projects/202200774112,129376,Warehouse,N/A,1,9/29/2022,"49 Shark River Rd, TINTON FALLS, MONMOUTH, NJ '077537424'",40.2192556,-74.1025803
Doka USA Ltd Office - Warehouse Bldgs & Canopy Structures,"construct three (3) new buildings, along with twenty-four (24) canopy; structures. The three (3) buildings will consist of one (1) two-story; office building and two (2) one-story warehouse buildings. The; proposed warehouse buildings and canopies will be used for the; storage, repair, and rental of construction equipment in furtherance; of the business operations of Doka USA Ltd.",520 Main Ave,WALLINGTON,'07057',BERGEN,Planning Schematics,N/A,214 Gates Rd,Umdasch Real Estate USA Ltd c/o Doka USA Ltd,N/A,Colliers Engineering & Design,N/A,Jesse B Cokeley,49999999,https://apps.construction.com/projects/201900919232,N/A,Office Warehouse,N/A,3,12/10/2019,"520 Main Ave, WALLINGTON, BERGEN, NJ '07057'",40.85733270000001,-74.0972007
Warehouses,scope of work to be determined,400 Woodbury Glassboro Rd,PITMAN,'080711166',GLOUCESTER,Pre-Design,N/A,359 Springfield Ave,Saxum Real Estate,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202200760837,N/A,Warehouse,N/A,3,9/15/2022,"400 Woodbury Glassboro Rd, PITMAN, GLOUCESTER, NJ '080711166'",39.74633499999999,-75.1261328
Self-Storage Facility,N/A,518 E 42nd St,PATERSON,'07504',PASSAIC,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202000686839,161078,Warehouse,N/A,1,7/31/2020,"518 E 42nd St, PATERSON, PASSAIC, NJ '07504'",40.9046434,-74.1365498
Warehouse and Office (Addition),"115,601 SF of warehouse and office space to existing 112,781 SF space",2344 US-130,SOUTH BRUNSWICK TOWNSHIP,'08810',MIDDLESEX,Pre-Design,N/A,751 N CANYONS PKWY,Ken & Rebecca Yeung,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202200728501,115601,Warehouse,N/A,1,8/24/2022,"2344 US-130, SOUTH BRUNSWICK TOWNSHIP, MIDDLESEX, NJ '08810'",40.37052080000001,-74.49878369999999
Climate Controlled Self-Storage Facility,Construction of a 4-story climate controlled self-storage facility,999 NJ-10,HANOVER,'07981',MORRIS,Planning Schematics,N/A,N/A,N/A,N/A,Bowman Consulting Group,N/A,Anthony Facchino,14999999,https://apps.construction.com/projects/202200732426,N/A,Warehouse,N/A,1,8/22/2022,"999 NJ-10, HANOVER, MORRIS, NJ '07981'",40.8285377,-74.4333489
Warehouses,Scope of work - end use to b determined,Oak St & Paco Way,LAKEWOOD,'08701',OCEAN,Pre-Design,N/A,245 Green Village Road,Sudler Companies,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202200720673,N/A,Warehouse,N/A,N/A,8/11/2022,"Oak St & Paco Way, LAKEWOOD, OCEAN, NJ '08701'",40.0592311,-74.18601749999999
